Education_Sector,School_Name,School_Type,Address_Line_1,Address_Town,Address_Postcode,Full_Phone_No,longitude,latitude
Government,Warburton Primary School,Primary,16 Horners Road,Warburton,3799,03 5966 2010,145.7017044,-37.75580451
Government,Tallarook Primary School,Primary,52 Main Road,Tallarook,3659,03 5792 1752,145.10067,-37.096764
Government,Barnawartha Primary School,Primary,11-17 Stanely Street,Barnawartha,3688,02 6026 7227,146.675889,-36.101309
Government,Fitzroy North Primary School,Primary,Fergie Street,Fitzroy North,3068,03 9481 5860,144.984149,-37.78502
Government,Ashby Primary School,Primary,2 Lawton Avenue,Geelong West,3218,03 5223 1291,144.347375,-38.138701
Government,Preston Primary School,Primary,240 Tyler Street,Preston,3072,03 9470 1167,145.01031,-37.730548
Government,Tooradin Primary School,Primary,Bayview Road,Tooradin,3980,03 5998 3321,145.378493,-38.207631
Government,Glenferrie Primary School,Primary,78 - 98 Manningtree Road,Hawthorn,3122,03 9818 4338,145.033857,-37.824042
Government,Elmore Primary School,Primary,36 Michie Street,Elmore,3558,03 5432 6247,144.608912,-36.497198
Government,Dookie Primary School,Primary,Baldock Street,Dookie,3646,03 5828 6585,145.682794,-36.331067
Government,Brighton Primary School,Primary,59 Wilson Street,Brighton,3186,03 9592 0177,145.002234,-37.911753
Government,Natimuk Primary School,Primary,38 Old Noradjuha Road,Natimuk,3409,03 5387 1367,141.950496,-36.741235
Government,Murtoa College,Pri/Sec,Webb Street,Murtoa,3390,03 5385 2381,142.475745,-36.623495
Government,Big Hill Primary School,Primary,5644 Calder Highway,Big Hill,3555,03 5447 7022,144.24247,-36.830583
Government,Clunes Primary School,Primary,Canterbury Street,Clunes,3370,03 5345 3182,143.7921149,-37.2907506
Government,Marnoo Primary School,Primary,Newall Street,Marnoo,3387,03 5359 2313,142.870353,-36.676853
Government,Beechworth Primary School,Primary,17 Junction Road,Beechworth,3747,03 5728 1066,146.693567,-36.355433
Government,Ardmona Primary School,Primary,580 Turnbull Road,Ardmona,3629,03 5829 0273,145.313066,-36.385458
Government,Kilmore Primary School,Primary,35 Lancefield Road,Kilmore,3764,03 5782 1268,144.947521,-37.295768
Government,Macarthur Primary School,Primary,23 Russell Street,Macarthur,3286,03 5576 1245,142.001473,-38.030878
Government,Barwon Heads Primary School,Primary,Golf Links Road,Barwon Heads,3227,03 5254 2324,144.487039,-38.281189
Government,Keilor Primary School,Primary,25 Kennedy Street,Keilor,3036,03 9336 7098,144.835704,-37.716896
Government,Dunolly Primary School,Primary,8 Elgin Street,Dunolly,3472,03 5468 1111,143.733581,-36.851552
Government,Springhurst Primary School,Primary,121 Anzac Road,Springhurst,3682,03 5726 5291,146.468103,-36.184673
Government,Dixons Creek Primary School,Primary,Melba Highway,Dixons Creek,3775,03 5965 2282,145.413517,-37.59234
Government,Trentham District Primary School,Primary,8 Bridge Street,Trentham,3458,03 5424 1364,144.3280953,-37.38796656
Government,Warrenheip Primary School,Primary,93 Warrenheip Road,Warrenheip,3352,03 5334 7294,143.9279491,-37.57391565
Government,Maiden Gully Primary School,Primary,10 Carolyn Way,Maiden Gully,3551,03 5449 6429,144.210192,-36.744472
Government,Rupanyup Primary School,Primary,22 Dyer Street,Rupanyup,3388,03 5385 5125,142.628612,-36.632224
Government,Goornong Primary School,Primary,26 Grant Street,Goornong,3557,03 5432 2236,144.505155,-36.616872
Government,Oakleigh Primary School,Primary,20 Warrigal Road,Oakleigh,3166,03 9568 0558,145.088615,-37.894474
Government,Ceres Primary School,Primary,605 Barrabool Road,Ceres,3221,03 5249 1382,144.266732,-38.173549
Government,Malvern Central School,Primary,Spring Road,Malvern,3144,03 8823 9500,145.034401,-37.856009
Government,Daylesford Primary School,Primary,102-128 Vincent Street,Daylesford,3460,03 5348 2480,144.1415552,-37.34510484
Government,Mooroopna North Primary School,Primary,835 Ardmona Road,Mooroopna,3629,03 5829 0141,145.298488,-36.329139
Government,Swan Reach Primary School,Primary,21 School Road,Swan Reach,3903,03 5156 4287,147.864786,-37.821077
Government,Amphitheatre Primary School,Primary,16 School Road,Amphitheatre,3468,03 5466 2223,143.399236,-37.184128
Government,Deans Marsh Primary School,Primary,30 Deans Marsh-Lorne Road,Deans Marsh,3235,03 5236 3264,143.8857511,-38.39987507
Government,Drysdale Primary School,Primary,52-66 Clifton Springs Rd,Drysdale,3222,03 5251 2272,144.571747,-38.169163
Government,St Arnaud Primary School,Primary,Charlton Road,St Arnaud,3478,03 5495 1028,143.257542,-36.6102
Government,Nullawarre and District Primary School,Primary,132 Henry's Sawmill Road,Nullawarre,3268,03 5566 5267,142.734429,-38.466755
Government,Macedon Primary School,Primary,67 Smith Street,Macedon,3440,03 5426 1518,144.5626788,-37.41869064
Government,Arthurs Creek Primary School,Primary,900 Arthurs Creek Road,Arthurs Creek,3099,03 9714 8204,145.2025016,-37.57900478
Government,Rye Primary School,Primary,Lyons St,Rye,3941,03 5985 2363,144.823824,-38.373116
Government,Buxton Primary School,Primary,2208 Maroondah Highway,Buxton,3711,03 5774 7341,145.709051,-37.421398
Government,Moonambel Primary School,Primary,24 Humffray Street,Moonambel,3478,03 5467 2223,143.320743,-36.989858
Government,Baringhup Primary School,Primary,Mitchell Street,Baringhup,3463,03 5475 2574,143.967824,-36.977004
Government,Longford Primary School,Primary,6380 South Gippsland Highway,Longford,3851,03 5149 7210,147.088411,-38.169564
Government,Harkaway Primary School,Primary,65-67 King Road,Harkaway,3806,03 9707 1475,145.345296,-38.001041
Government,Balnarring Primary School,Primary,1 Civic Court,Balnarring,3926,03 5931 4444,145.122985,-38.376257
Government,Carraragarmungee Primary School,Primary,1005 Wangaratta-Eldorado Road,Londrigan,3678,03 5725 1531,146.460861,-36.328898
Government,Euroa Primary School,Primary,Clifton Street,Euroa,3666,03 5795 2212,145.572076,-36.755962
Government,Pyramid Hill College,Pri/Sec,101 Kelly Street,Pyramid Hill,3575,03 5455 7377,144.113679,-36.04736
Government,Shepparton East Primary School,Primary,15 School Road,Shepparton East,3631,03 5829 2426,145.479249,-36.399933
Government,Nicholson Primary School,Primary,Princes Highway,Nicholson,3882,03 5156 8220,147.747912,-37.815776
Government,Kialla West Primary School,Primary,7370 Goulburn Valley Highway,Kialla West,3631,03 5823 1333,145.389455,-36.466006
Government,Miners Rest Primary School,Primary,Dundas Street,Miners Rest,3352,03 5334 6328,143.7952382,-37.47791092
Government,Glenrowan Primary School,Primary,40 Beaconsfield Parade,Glenrowan,3675,03 5766 2221,146.222337,-36.460189
Government,Warrnambool Primary School,Primary,Jamieson Street,Warrnambool,3280,03 5561 5955,142.482572,-38.377278
Government,Devenish Primary School,Primary,76 Main Road,Devenish,3726,03 5764 4343,145.894335,-36.32654
Government,Undera Primary School,Primary,45-55 Anderson Street,Undera,3629,03 5826 0211,145.21893,-36.276362
Government,Dederang Primary School,Primary,4364 Kiewa Valley Highway,Dederang,3691,02 6028 9331,147.015314,-36.469255
Government,Eppalock Primary School,Primary,149 Patons Road,Axe Creek,3551,03 5439 6366,144.387727,-36.841773
Government,Silvan Primary School,Primary,269 Monbulk Road,Silvan,3795,03 9737 9258,145.4224628,-37.82450788
Government,Wendouree Primary School,Primary,1224 Howitt Street,Wendouree,3355,03 5339 1229,143.8284199,-37.53921193
Government,Lancaster Primary School,Primary,8 Weller Road,Lancaster,3620,03 5855 2560,145.132822,-36.31325
Government,Raywood Primary School,Primary,18-22 Sandhurst Street,Raywood,3570,03 5436 1392,144.204946,-36.539577
Government,Drummond Primary School,Primary,9 Lauriston Road,Drummond,3461,03 5423 9152,144.3301844,-37.23569513
Government,Puckapunyal Primary School,Primary,Alamein Road,Puckapunyal,3662,03 5793 1288,145.033509,-37.00263
Government,Landsborough Primary School,Primary,82 McKinlay Street,Landsborough,3384,03 5356 9362,143.135913,-37.005861
Government,Lysterfield Primary School,Primary,Bellfield Drive,Lysterfield,3156,03 9752 7953,145.276229,-37.911598
Government,Winton Primary School,Primary,Fox Street,Winton,3673,03 5766 4233,146.081337,-36.51633
Government,Merrigum Primary School,Primary,Judd Avenue,Merrigum,3618,03 5855 2275,145.12966,-36.369324
Government,Bethanga Primary School,Primary,5 Beardmore Street,Bethanga,3691,02 6026 4263,147.09576,-36.120643
Government,Abbotsford Primary School,Primary,Lithgow Street,Abbotsford,3067,03 9428 5977,144.998814,-37.808979
Government,Newtown Primary School,Primary,Aberdeen Street,Newtown,3220,03 5229 9730,144.336604,-38.145663
Government,Windsor Primary School,Primary,Hornby Street,Windsor,3181,03 9521 3711,144.995631,-37.857148
Government,Narre Warren North Primary School,Primary,15-31 A'beckett Road,Narre Warren North,3804,03 9796 8261,145.316923,-37.978585
Government,Buchan Primary School,Primary,4 Dalley Street,Buchan,3885,03 5155 9241,148.180816,-37.497737
Government,Anakie Primary School,Primary,2125-2135 Ballan Road,Anakie,3213,03 5284 1291,144.255106,-37.912666
Government,Moolap Primary School,Primary,30 Wills Cres,Moolap,3221,03 5248 2284,144.424333,-38.170652
Government,Footscray City Primary School,Primary,10 Hyde Street,Footscray,3011,03 9687 2826,144.900253,-37.8064
Government,Newham Primary School,Primary,1271 Rochford Road,Newham,3442,03 5427 0235,144.5947612,-37.31214501
Government,Plenty Parklands Primary School,Primary,48 Blossom Park Drive,Mill Park,3082,03 9404 4311,145.0769441,-37.6697252
Government,White Hills Primary School,Primary,16 Plumridge Street,White Hills,3550,03 5443 0799,144.304152,-36.727939
Government,Mount Egerton Primary School,Primary,58 Church Street,Mount Egerton,3352,03 5368 9357,144.1021691,-37.6285209
Government,Drouin Primary School,Primary,153-161 Princes Way,Drouin,3818,03 5625 1666,145.853844,-38.132857
Government,Wunghnu Primary School,Primary,Brunton Street,Wunghnu,3635,03 5862 1701,145.4306,-36.150659
Government,Maroona Primary School,Primary,7431 Mortlake-ararat Road,Maroona,3377,03 5354 7622,142.858473,-37.432795
Government,Jindivick Primary School,Primary,1080 Jacksons Track,Jindivick,3818,03 5628 5293,145.901132,-38.027622
Government,Talgarno Primary School,Primary,14 Talgarno School Lane,Talgarno,3691,02 6020 1143,147.159146,-36.065797
Government,Bungaree Primary School,Primary,348 Bungaree-wallace Road,Bungaree,3352,03 5334 0253,144.0070955,-37.55759492
Government,Little River Primary School,Primary,21 Flinders Street,Little River,3211,03 5283 1214,144.50037,-37.965013
Government,Cowwarr Primary School,Primary,Church Street,Cowwarr,3857,03 5148 9271,146.698964,-38.013698
Government,Morang South Primary School,Primary,77 Gorge Road,South Morang,3752,03 9404 1548,145.0946659,-37.65286941
Government,Camp Hill Primary School,Primary,50 Gaol Rd,Bendigo,3550,03 5443 3367,144.278248,-36.755761
Government,Pyalong Primary School,Primary,10-14 Bourke Street,Pyalong,3521,03 5785 1291,144.857094,-37.117236
Government,Winchelsea Primary School,Primary,60 Main Street,Winchelsea,3241,03 5267 2134,143.9842796,-38.24449281
Government,Buln Buln Primary School,Primary,15 Old Sale Road,Buln Buln,3821,03 5626 8330,145.938174,-38.099354
Government,Macarthur Street Primary School,Primary,401 Macarthur Street,Soldiers Hill,3350,03 5332 4746,143.857486,-37.55114678
Government,Elliminyt Primary School,Primary,135 Slater Street,Elliminyt,3249,03 5231 5208,143.583697,-38.361351
Government,Mornington Primary School,Primary,Vale Street,Mornington,3931,03 5976 5500,145.042867,-38.221789
Government,Hamilton North Primary School,Primary,34 - 50 Andrews Street,Hamilton,3300,03 5571 2433,141.995148,-37.726456
Government,Mount Blowhard Primary School,Primary,527 Millers Road,Blowhard,3352,03 5334 6354,143.7864444,-37.42924282
Government,Creswick North Primary School,Primary,93 Macs Street,Creswick,3363,03 5345 2012,143.8908198,-37.40883711
Government,Black Hill Primary School,Primary,601 Chisholm Street,Ballarat,3350,03 5332 4544,143.869785,-37.549844
Government,Brighton Beach Primary School,Primary,19 Windermere Crescent,Brighton,3186,03 9591 0888,144.996107,-37.922105
Government,Castlemaine North Primary School,Primary,270 Barker Street,Castlemaine,3450,03 5472 1391,144.218993,-37.057835
Government,Yarrambat Primary School,Primary,552 Yan Yean Road,Yarrambat,3091,03 9436 1464,145.132562,-37.6409513
Government,Thoona Primary School,Primary,15 Johnston Street,Thoona,3726,03 5765 2233,146.077004,-36.338932
Government,Casterton Primary School,Primary,14 - 24 Mc Pherson Street,Casterton,3311,03 5581 1522,141.405196,-37.586549
Government,Nathalia Primary School,Primary,5 Bromley Street,Nathalia,3638,03 5866 2677,145.205888,-36.057524
Government,Chilwell Primary School,Primary,313a Pakington Street,Newtown,3220,03 5221 2738,144.345381,-38.155114
Government,Greensborough Primary School,Primary,130 Grimshaw Street,Greensborough,3088,03 9435 1496,145.099391,-37.703911
Government,Teesdale Primary School,Primary,Main Road,Teesdale,3328,03 5281 5218,144.0545907,-38.02923075
Government,Cranbourne Primary School,Primary,Bakewell Street,Cranbourne,3977,03 5996 1744,145.289018,-38.111648
Government,Katamatite Primary School,Primary,4 - 6 Currajong Avenue,Katamatite,3649,03 5865 1242,145.685297,-36.077354
Government,Buangor Primary School,Primary,26 School Road,Buangor,3375,03 5354 5513,143.175019,-37.364043
Government,Leitchville Primary School,Primary,2-4 Hawken Street,Leitchville,3567,03 5456 7438,144.302091,-35.909548
Government,Whittlesea Primary School,Primary,2425-2435 Plenty Road,Whittlesea,3757,03 9716 2140,145.1140469,-37.51426809
Government,Little Bendigo Primary School,Primary,8 Monte Street,Nerrina,3350,03 5332 6317,143.8950582,-37.54290101
Government,Urquhart Park Primary School,Primary,49 Inkerman Street,Ballarat,3350,03 5330 5400,143.8312189,-37.56601777
Government,Warragul Primary School,Primary,44 Bowen Street,Warragul,3820,03 5623 2460,145.928145,-38.156345
Government,Kangaroo Ground Primary School,Primary,Cr Graham&Eltham-Yarra Glen Rd,Kangaroo Ground,3097,03 9712 0292,145.215321,-37.691679
Government,Traralgon South Primary School,Primary,13 - 19 Keith Morgan Drive,Traralgon South,3844,03 5195 5244,146.540146,-38.297258
Government,Coleraine Primary School,Primary,124 Church Street,Coleraine,3315,03 5575 2057,141.684038,-37.601842
Government,Lake Charm Primary School,Primary,1939 Murray Valley Highway,Lake Charm,3581,03 5457 9244,143.800225,-35.606642
Government,Ripplebrook Primary School,Primary,2260 Westernport Road,Ripplebrook,3818,03 5627 6278,145.758488,-38.203495
Government,Numurkah Primary School,Primary,12 Quinn Street,Numurkah,3636,03 5862 1426,145.444996,-36.09024
Government,Moe (Albert Street) Primary School,Primary,40 Albert Street,Moe,3825,03 5127 1966,146.264349,-38.174709
Government,Geelong South Primary School,Primary,200 Yarra Street,South Geelong,3220,03 5221 4047,144.358566,-38.156945
Government,Bayswater Primary School,Primary,Birch Street,Bayswater,3153,03 9721 3755,145.259358,-37.843305
Government,Minyip Primary School,Primary,21 Main Street,Minyip,3392,03 5385 7485,142.584105,-36.462714
Government,Mulgrave Primary School,Primary,Gladeswood Drive,Mulgrave,3170,03 9795 2477,145.197367,-37.932946
Government,Yarragon Primary School,Primary,65 Loch Street,Yarragon,3823,03 5634 2375,146.0609594,-38.20937414
Government,Tyers Primary School,Primary,Main Road,Tyers,3844,03 5191 8260,146.477545,-38.149113
Government,Trafalgar Primary School,Primary,School Road,Trafalgar,3824,03 5633 1566,146.15987,-38.214764
Government,Kinglake Primary School,Primary,20 Mcmahons Rd,Kinglake,3763,03 5786 1284,145.356638,-37.521567
Government,Ellinbank Primary School,Primary,13 Community Place,Ellinbank,3821,03 5626 1338,145.935631,-38.240233
Government,Tambo Upper Primary School,Primary,890 Tambo Upper Road,Tambo Upper,3885,03 5156 4327,147.845203,-37.766199
Government,Baranduda Primary School,Primary,7 Verbena Street,Baranduda,3691,02 6020 8531,146.948115,-36.180533
Government,Tungamah Primary School,Primary,15 -17 Tower Street,Tungamah,3728,03 5748 5627,145.879472,-36.161306
Government,Bunyip Primary School,Primary,1290 Nar Nar Goon - Longwarry Road,Bunyip,3815,03 5629 5462,145.7129321,-38.09892269
Government,Gunbower Primary School,Primary,School Road,Gunbower,3566,03 5487 1323,144.372318,-35.954628
Government,Nar Nar Goon Primary School,Primary,27 Spencer Street,Nar Nar Goon,3812,03 5942 5311,145.573432,-38.08269
Government,Toora Primary School,Primary,5 Harriet Street,Toora,3962,03 5686 2283,146.328426,-38.664586
