Community Name,Community Type,Population density,Area (km sq),Child Protection Services,Community Health Services,SAAP/Homelessness,Disability Services,Mental Health Services,Health/Human services sites,Dental sites,General practice sites,Pharmacy Sites,Allied Health Sites,Complementary Health Sites,Child Care/Kindergarten Sites,Residential aged care facilities,Licensed aged care places,Primary schools,Secondary school,P-12 schools,Other schools,Nearest Health Service,Distance to Nearest Health Service,Born Overseas,Speakes language other than English at home,Main cultural group 1 (name),Main cultural group 1 (percentage),Main cultural group 2 (name),Main cultural group 2 (percentage),Main cultural group 3 (name),Main cultural group 3 (percentage),Main cultural group 4 (name),Main cultural group 4 (percentage),Other cultural group (percentage)
Abbotsford,Suburb,2782.979104,1.78765266,2,0,0,6,0,25,1,2,2,7,3,4,2,84,1,0,2,0,St Vincent's Hospital,3.197558473,26.4,23.7,Anglo Saxon and Celtic,58.7,South East Asian,9.6,Greek,9.5,East Asian,5.3,16.9
Aberfeldie,Suburb,2853.966078,1.346897579,0,0,0,0,0,13,0,3,2,1,0,4,0,0,3,1,0,0,Western Hospital (Footscray),6.135447686,15.4,14.2,Anglo Saxon and Celtic,63.8,Italian,12.1,South Asian,4.2,German,3.4,16.5
Aireys Inlet-Fairhaven,Town,156.200335,8.30984133,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,Lorne Community Hospital,17.73507684,8.7,1.7,Anglo Saxon and Celtic,85.7,German,4.8,Central European,1.9,Franco-Belgian,1.4,6.1
Airport West,Suburb,1983.793483,3.72972291,0,0,0,0,0,16,2,3,2,2,0,3,0,0,2,0,0,0,Broadmeadows Health Service,6.427863648,27.4,31.0,Anglo Saxon and Celtic,45.9,Italian,26.7,Greek,5.4,Hispanic,2.9,19.1
Albanvale,Suburb,2958.59646,2.031030619,0,0,0,0,0,5,0,1,1,2,0,1,0,0,1,0,0,0,Sunshine Hospital,4.85301362,43.7,53.9,Anglo Saxon and Celtic,29.4,Italian,13.4,South East Asian,11.9,Balkan,8.7,36.5
Albert Park,Suburb,1846.766402,3.428154201,0,0,0,1,2,31,1,5,2,9,3,3,1,60,1,2,0,0,The Alfred,3.554101956,23.0,16.1,Anglo Saxon and Celtic,67.7,Greek,13.1,Italian,4.0,German,3.3,11.9
Alberton,Town,57.14973616,3.079629265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yarram and District Health Service,6.237742921,9.6,3.6,Anglo Saxon and Celtic,85.4,Dutch,7.3,Hispanic,2.4,German,2.4,2.4
Albion,Suburb,1680.213228,2.522298914,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,Sunshine Hospital,3.302877128,40.5,40.2,Anglo Saxon and Celtic,40.2,Italian,10.6,South Asian,9.5,South East Asian,7.2,32.5
Alexandra,Town,498.6709628,4.477902598,0,1,0,0,0,13,0,3,0,3,0,2,1,39,2,1,0,0,Alexandra District Hospital,0.8012115,9.2,1.8,Anglo Saxon and Celtic,88.2,Dutch,2.7,German,2.6,Italian,1.2,5.4
Alfredton,Suburb,1095.094992,6.434145028,0,0,0,6,0,9,0,0,0,1,1,3,0,0,2,0,0,0,Ballarat Hospital,4.712918724,8.5,4.4,Anglo Saxon and Celtic,86.0,German,2.6,Dutch,1.8,Italian,1.5,8.1
Allansford,Town,732.901783,0.994676254,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,South West Healthcare (Warrnambool),10.9592808,3.5,0.0,Anglo Saxon and Celtic,89.9,Dutch,2.6,German,2.6,Greek,1.4,3.4
Alphington,Suburb,1834.439424,2.814483778,0,0,0,22,0,7,0,0,0,0,0,5,1,45,2,0,1,0,Austin Hospital,4.131796345,19.5,17.9,Anglo Saxon and Celtic,63.9,Greek,9.1,Italian,8.6,German,2.8,15.6
Altona,Suburb,613.1714832,16.88434685,0,0,1,4,0,33,4,6,4,11,2,5,0,0,3,1,1,0,Williamstown Hospital,8.903347669,28.0,19.0,Anglo Saxon and Celtic,63.0,Italian,12.3,German,3.1,Central European,2.7,18.8
Altona Meadows,Suburb,1967.831014,10.37538277,0,2,0,1,0,21,1,3,1,4,1,5,3,240,3,0,0,0,Werribee Mercy Hospital,8.208464198,31.5,33.7,Anglo Saxon and Celtic,43.6,Italian,15.9,Balkan,5.9,Greek,5.0,29.7
Altona North,Suburb,802.2244873,14.10702388,0,0,0,2,0,28,1,4,4,7,0,4,2,252,2,1,0,0,Williamstown Hospital,7.781586738,39.1,51.2,Anglo Saxon and Celtic,32.5,Italian,20.6,Greek,10.2,Balkan,6.8,30.0
Anglesea,Town,351.4416411,7.204610108,0,0,0,0,0,8,0,3,1,7,0,2,1,60,1,0,0,0,Lorne Community Hospital,29.11358868,8.6,2.2,Anglo Saxon and Celtic,86.2,German,4.5,Italian,1.9,Franco-Belgian,1.1,6.3
Apollo Bay-Marengo,Town,285.3729546,5.203716667,0,0,0,1,0,8,0,2,1,5,0,2,1,0,0,0,1,0,Otway Health and Community Services,1.592046389,10.5,2.7,Anglo Saxon and Celtic,83.3,Italian,3.0,German,2.6,Nordic,2.2,8.9
Apsley,Town,47.57079729,3.657706196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Edenhope and District Hospital,21.0329556,10.1,3.6,Anglo Saxon and Celtic,88.6,South Asian,5.7,Dutch,2.9,German,2.9,0.0
Ararat,Town,404.4789215,18.85635961,0,6,1,5,5,40,2,2,3,11,1,4,5,129,5,1,0,0,East Grampians Health Service (Ararat),1.67240657,6.7,1.8,Anglo Saxon and Celtic,86.8,German,5.1,Italian,1.6,Dutch,1.2,5.4
Arcadia Downs,Town,160.4774587,2.037669356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goulburn Valley Health (Shepparton),11.90917388,9.1,4.2,Anglo Saxon and Celtic,77.7,Franco-Belgian,3.7,Italian,3.7,German,2.8,12.1
Ardeer,Suburb,1331.910491,2.102243371,0,0,0,0,0,1,0,0,0,0,0,0,1,55,2,0,0,0,Sunshine Hospital,3.973482953,42.8,47.6,Anglo Saxon and Celtic,25.8,Italian,17.1,Central European,16.6,South East Asian,7.6,32.9
Armadale,Suburb,4305.238102,2.182689964,0,0,0,9,1,50,13,4,2,17,18,8,0,0,3,1,1,0,Caulfield General Medical Centre,2.86282186,25.4,17.0,Anglo Saxon and Celtic,65.1,East Asian,4.8,German,4.4,Greek,4.1,21.6
Arthurs Seat,Suburb,151.4193605,1.466126916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rosebud Hospital,12.49516058,13.9,0.0,Anglo Saxon and Celtic,79.1,Italian,5.1,German,3.7,Central European,2.3,9.8
Ascot,Suburb,326.3828587,3.71343031,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,The Bendigo Hospital,8.063665769,3.0,0.8,Anglo Saxon and Celtic,91.6,German,3.6,Italian,1.9,Franco-Belgian,0.9,1.9
Ascot Vale,Suburb,3602.53836,3.81925149,0,0,0,0,0,32,1,2,5,10,6,5,1,31,3,0,0,1,Western Hospital (Footscray),3.330463931,26.1,26.2,Anglo Saxon and Celtic,52.8,Italian,13.0,Greek,4.8,South East Asian,4.2,25.2
Ashburton,Suburb,2799.932275,2.890427055,0,0,0,2,0,36,5,6,4,19,6,5,1,40,3,0,0,0,Box Hill Hospital,8.071219146,21.8,16.7,Anglo Saxon and Celtic,67.9,East Asian,4.6,German,4.2,Greek,4.0,19.3
Ashwood,Suburb,2465.511633,2.597432482,2,6,0,0,4,19,3,0,1,2,1,2,1,90,1,1,1,1,Monash Medical Centre (Clayton),7.433068533,30.3,28.0,Anglo Saxon and Celtic,58.0,East Asian,7.8,Greek,6.2,Italian,4.5,23.5
Aspendale,Suburb,2353.465161,2.945868975,0,0,0,1,0,17,1,2,1,3,0,3,0,0,2,0,0,1,Kingston Centre,8.972191896,17.9,9.1,Anglo Saxon and Celtic,77.1,Italian,4.4,German,3.3,Greek,2.0,13.3
Aspendale Gardens,Suburb,2173.151001,3.321904459,0,0,0,1,0,9,0,2,1,3,0,1,0,0,1,0,0,0,Kingston Centre,10.39964424,29.8,26.5,Anglo Saxon and Celtic,54.8,Italian,6.5,Greek,5.4,Hispanic,4.4,28.9
Attwood,Suburb,1064.17062,3.294584471,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Broadmeadows Health Service,4.182190746,21.4,28.0,Anglo Saxon and Celtic,40.0,Italian,25.5,Balkan,3.9,Greek,3.9,26.6
Avenel,Town,203.7448614,3.980468487,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,Seymour District Memorial Hospital,18.03296631,9.6,1.7,Anglo Saxon and Celtic,88.4,German,4.4,Italian,2.1,Dutch,1.1,4.0
Avoca,Town,162.5196443,6.337695385,0,0,0,0,0,6,0,1,0,5,0,1,4,30,1,0,0,0,Maryborough District Health Service (Maryborough),27.39124543,5.5,0.9,Anglo Saxon and Celtic,89.9,German,3.0,Nordic,1.5,Italian,1.4,4.3
Avondale Heights,Suburb,2205.415906,5.407596801,0,0,0,1,0,11,1,2,1,1,0,2,3,243,2,0,0,0,Western Hospital (Footscray),5.946880911,39.8,51.6,Italian,31.6,Anglo Saxon and Celtic,25.0,Greek,7.9,Balkan,6.3,29.2
Axedale,Town,148.0199866,1.634914349,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,The Bendigo Hospital,21.31198694,6.3,0.0,Anglo Saxon and Celtic,94.7,Italian,3.0,Asian Muslim,1.5,Balkan,0.8,0.0
Bacchus Marsh,Town,737.0000171,20.45454498,1,4,0,8,0,34,3,3,3,14,0,7,3,88,4,1,0,0,Djerriwarrh Health Services (Bacchus Marsh),2.528794336,11.2,3.4,Anglo Saxon and Celtic,80.5,Italian,4.5,German,3.6,Dutch,2.4,9.0
Bairnsdale,Town,429.551792,29.0814757,14,7,8,11,6,70,7,4,3,12,2,8,7,180,4,1,0,1,Bairnsdale Regional Health Service,1.453308198,8.1,2.9,Anglo Saxon and Celtic,84.6,Italian,4.0,German,4.0,Dutch,1.6,5.9
Bakery Hill,Suburb,758.4324308,0.250516714,0,0,0,6,0,9,1,2,0,0,1,1,0,0,0,1,0,0,Ballarat Hospital,1.99761459,14.6,12.1,Anglo Saxon and Celtic,90.0,German,1.9,Dutch,1.6,Italian,1.3,5.2
Balaclava,Suburb,7271.821572,0.790585955,0,0,1,0,0,22,4,1,6,2,0,3,0,0,0,0,0,0,Caulfield General Medical Centre,3.187993124,30.1,22.3,Anglo Saxon and Celtic,54.2,German,5.7,East Asian,4.6,Italian,4.4,31.1
Ballan,Town,365.524263,5.74790845,0,0,0,0,0,8,0,1,1,5,1,2,2,51,2,0,0,0,Djerriwarrh Health Services (Bacchus Marsh),23.31243062,12.6,3.2,Anglo Saxon and Celtic,84.3,Italian,5.4,German,2.5,Central European,1.5,6.2
Ballarat Central,Suburb,1605.218523,3.816925802,25,13,15,4,5,127,10,11,7,25,10,5,11,425,3,2,1,0,Ballarat Hospital,0.509281414,9.4,4.2,Anglo Saxon and Celtic,84.8,German,2.9,Italian,2.4,Dutch,2.0,8.0
Ballarat East,Suburb,941.590776,5.981367005,0,0,12,7,9,14,0,0,0,2,0,4,3,45,3,0,0,0,Ballarat Hospital,4.689416183,7.7,3.8,Anglo Saxon and Celtic,85.6,German,2.9,Italian,2.4,Dutch,2.1,6.9
Ballarat North,Suburb,1654.218006,2.592161362,0,0,0,0,0,6,0,1,0,0,1,2,1,0,1,0,0,0,Ballarat Hospital,3.84520791,6.5,2.3,Anglo Saxon and Celtic,84.9,German,3.6,Italian,2.2,Dutch,2.2,7.2
Balmoral,Town,47.26045626,4.189549058,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,Coleraine District Health Services,48.08839891,6.2,0.0,Anglo Saxon and Celtic,93.4,Franco-Belgian,1.5,Dutch,1.5,Nordic,1.5,2.2
Balnarring,Suburb,399.3449677,4.494860697,0,0,0,0,0,5,1,1,0,2,0,1,0,0,1,0,0,0,Rosebud Hospital,25.23092201,13.0,1.7,Anglo Saxon and Celtic,87.1,German,3.8,Dutch,3.2,Italian,1.6,4.3
Balnarring Beach,Suburb,63.4564085,3.782123912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rosebud Hospital,26.1794188,13.7,6.4,Anglo Saxon and Celtic,88.3,German,4.7,Jewish/Armenian,1.6,Franco-Belgian,1.3,4.1
Balwyn,Suburb,2921.817768,5.557841484,0,0,0,5,0,48,4,6,7,13,1,7,4,166,5,0,2,1,Box Hill Hospital,3.722986087,28.7,24.4,Anglo Saxon and Celtic,60.4,East Asian,12.7,Italian,4.5,Greek,3.9,18.5
Balwyn North,Suburb,2449.650705,8.941682974,0,0,0,1,0,51,8,6,5,11,4,7,1,95,6,1,0,0,Box Hill Hospital,5.432141053,31.0,32.2,Anglo Saxon and Celtic,51.4,East Asian,13.2,Italian,8.5,Greek,7.9,19.0
Bangholme,Suburb,1460.87719,0.381277772,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Dandenong Hospital,7.707971454,40.3,7.3,South Asian,42.9,Anglo Saxon and Celtic,35.7,Asian Muslim,14.3,Italian,3.6,3.6
Bannockburn,Town,229.3804599,13.56697951,0,3,0,1,0,7,0,1,1,1,1,2,1,105,1,0,0,0,The Geelong Hospital,24.65540145,10.9,3.2,Anglo Saxon and Celtic,77.8,German,5.4,Dutch,3.9,Balkan,3.2,9.7
Baranduda,Town,589.7143671,2.867489915,0,0,0,0,0,2,0,0,0,0,0,1,1,100,1,0,0,0,Wodonga Hospital,10.55002695,5.3,0.9,Anglo Saxon and Celtic,82.3,German,7.3,Italian,2.4,Dutch,1.9,6.1
Barnawartha,Town,199.0845892,2.576794125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Wodonga Hospital,23.37573057,3.7,0.0,Anglo Saxon and Celtic,88.5,German,4.2,Italian,1.9,Dutch,1.6,3.8
Batesford,Town,158.0559539,4.283293247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Geelong Hospital,12.0260633,11.0,8.0,Anglo Saxon and Celtic,69.0,German,8.1,Italian,6.1,Balkan,4.8,11.9
Baxter,Suburb,550.0310754,3.523437287,0,0,0,0,0,4,1,0,2,0,0,1,0,0,0,0,1,0,Frankston Hospital,6.185174574,15.7,3.5,Anglo Saxon and Celtic,82.7,German,3.6,Italian,3.5,Dutch,3.1,7.1
Bayswater,Suburb,1411.933588,8.048537194,1,0,0,6,0,27,3,3,1,2,1,4,3,192,4,1,0,0,Maroondah Hospital,5.205374048,24.3,15.9,Anglo Saxon and Celtic,70.5,German,6.2,Italian,3.1,East Asian,3.1,17.1
Bayswater North,Suburb,1183.205,7.338542351,0,0,0,0,0,12,0,2,1,1,3,6,1,121,1,0,0,0,Maroondah Hospital,4.620870517,17.9,10.5,Anglo Saxon and Celtic,74.9,German,4.0,Dutch,2.8,Italian,2.8,15.6
Beaconsfield,Suburb,1285.093593,3.621526109,0,0,0,0,3,10,1,2,1,1,4,1,0,0,0,1,0,0,Casey Hospital,3.500421343,16.0,5.5,Anglo Saxon and Celtic,75.0,Italian,4.3,German,4.0,Dutch,3.7,13.0
Beaconsfield Upper,Town,243.1320129,5.992629199,0,0,0,0,0,4,0,0,1,0,0,1,1,60,1,0,0,0,Casey Hospital,10.94955789,16.6,4.1,Anglo Saxon and Celtic,84.8,German,3.6,Dutch,3.5,Italian,2.0,6.0
Bealiba,Town,109.6339654,1.167521393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Maryborough District Health Service (Dunolly),20.83712798,9.2,0.0,Anglo Saxon and Celtic,94.9,Central European,2.6,Italian,1.3,South Asian,1.3,0.0
Beaufort,Town,198.7811697,5.558876636,0,0,0,0,0,9,0,2,1,9,1,2,4,27,1,1,0,0,Beaufort & Skipton Health Service (Beaufort),0.429706405,7.3,1.1,Anglo Saxon and Celtic,91.7,German,1.6,Franco-Belgian,1.5,Dutch,1.2,4.0
Beaumaris,Suburb,2671.61607,5.187871174,0,0,0,0,0,31,2,5,3,11,5,6,0,0,3,0,0,0,Sandringham & District Memorial Hospital,3.719245781,19.1,7.2,Anglo Saxon and Celtic,80.5,German,4.1,Italian,3.2,Greek,1.8,10.5
Beeac,Town,158.1061246,1.416769911,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,Colac Area Health,18.99909755,5.7,2.9,Anglo Saxon and Celtic,87.9,German,4.6,Nordic,2.9,Balkan,1.7,2.9
Beechworth,Town,340.6628477,8.454106514,0,0,0,2,4,10,0,1,1,6,2,1,2,75,3,1,0,0,Beechworth Health Service,1.90904935,10.9,3.4,Anglo Saxon and Celtic,84.4,German,5.7,Dutch,2.1,Italian,1.7,6.1
Belgrave,Suburb,1045.590062,4.129725558,0,0,0,0,1,15,2,1,1,8,2,1,0,0,1,1,1,0,Angliss Hospital,4.58592647,15.9,4.9,Anglo Saxon and Celtic,78.4,German,5.5,Dutch,3.4,Italian,2.2,10.5
Belgrave Heights,Suburb,884.8610136,1.727954986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angliss Hospital,5.71400857,14.9,4.4,Anglo Saxon and Celtic,77.8,German,5.5,Dutch,4.3,Italian,1.7,10.7
Belgrave South,Suburb,676.8467175,1.693145539,0,0,0,0,0,4,0,1,0,0,0,2,0,0,1,0,0,0,Angliss Hospital,7.115619578,13.3,3.4,Anglo Saxon and Celtic,77.5,German,5.9,Dutch,4.5,Nordic,2.1,10.0
Bell Park,Suburb,1851.74045,2.776847047,2,0,0,0,1,7,0,0,2,0,0,2,0,0,2,1,0,1,The Geelong Hospital,6.944525032,34.0,40.0,Anglo Saxon and Celtic,34.3,Balkan,23.0,Central European,12.5,Italian,9.8,20.4
Bell Post Hill,Suburb,2269.437001,2.254744237,0,0,0,0,0,6,0,1,1,0,0,2,0,0,2,0,0,0,The Geelong Hospital,7.270416932,28.9,30.0,Anglo Saxon and Celtic,47.0,Balkan,15.3,Central European,10.7,Italian,8.4,18.6
Bellbridge,Town,1017.815309,0.363523713,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,Albury Hospital,15.4195503,13.8,4.9,Anglo Saxon and Celtic,81.1,Central European,3.6,German,2.3,Franco-Belgian,2.0,10.9
Bellfield,Suburb,2030.549157,0.932752597,0,0,0,0,0,6,0,1,0,1,0,1,0,0,0,0,1,0,Heidelberg Repatriation Hospital,1.310641014,26.2,30.7,Anglo Saxon and Celtic,60.4,Italian,7.4,Afro-Arabic Muslim,4.7,East Asian,4.7,22.8
Belmont,Suburb,1562.291775,9.195465424,0,0,0,4,3,51,3,3,4,14,7,5,4,256,5,2,0,1,The Geelong Hospital,5.824084012,13.6,6.4,Anglo Saxon and Celtic,80.2,German,4.5,Italian,3.3,Dutch,2.1,10.0
Benalla,Town,408.5638765,23.49449022,1,5,0,7,0,45,2,3,3,14,2,6,4,168,5,3,0,0,Benalla and District Memorial Hospital,0.920516288,7.3,2.9,Anglo Saxon and Celtic,84.4,German,4.4,Central European,1.9,Italian,1.6,7.7
Bendigo,Suburb,1143.938458,5.513408485,28,16,22,31,48,153,8,11,7,38,3,7,7,501,4,3,2,2,The Bendigo Hospital,1.300995562,6.3,2.2,Anglo Saxon and Celtic,86.0,German,3.4,Italian,2.2,Dutch,1.3,7.0
Bentleigh,Suburb,3436.407885,4.665627753,0,0,0,12,0,49,6,6,7,12,2,4,1,45,2,1,0,0,Monash Medical Centre (Moorabbin),2.357931608,26.7,22.0,Anglo Saxon and Celtic,58.3,Greek,7.2,Italian,5.7,East Asian,5.0,23.8
Bentleigh East,Suburb,2959.269817,9.186725674,1,6,2,0,0,65,8,5,4,26,5,8,4,143,6,1,0,1,Monash Medical Centre (Moorabbin),0.29980157,26.6,24.2,Anglo Saxon and Celtic,56.2,Greek,8.9,Italian,7.0,German,4.3,23.5
Berriwillock,Town,117.3363045,1.031223887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sea Lake & District Hospital,20.91600023,12.9,0.0,Anglo Saxon and Celtic,95.7,Hispanic,1.4,Central European,1.4,Balkan,1.4,0.0
Berwick,Suburb,1724.007368,26.52888895,0,0,0,0,0,75,7,13,4,22,6,12,3,260,7,2,4,0,Casey Hospital,0.733580406,21.9,11.3,Anglo Saxon and Celtic,70.1,Italian,4.8,German,3.8,Dutch,3.4,18.0
Bethanga,Town,209.8384219,1.053191299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Albury Hospital,21.92116578,7.4,2.3,Anglo Saxon and Celtic,88.1,German,6.7,Balkan,2.2,Italian,1.5,1.5
Beulah,Town,231.8016696,0.944773178,0,0,0,0,0,3,0,2,0,3,0,0,0,0,1,0,0,0,Rural Northwest Health (Hopetoun),24.95881561,3.5,0.0,Anglo Saxon and Celtic,83.8,German,8.4,Franco-Belgian,2.1,Italian,2.1,3.7
Beveridge,Town,125.8227658,3.282394862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Craigieburn Health Service,16.33025183,15.9,12.7,Anglo Saxon and Celtic,82.5,Italian,7.5,Franco-Belgian,2.5,Eastern European,2.5,5.0
Birchip,Town,180.9032717,3.709164537,0,0,0,0,0,9,0,1,1,1,0,1,2,10,0,0,1,0,East Wimmera Health Service (Birchip),0.119889675,6.1,1.7,Anglo Saxon and Celtic,93.9,German,2.4,Hispanic,0.8,Franco-Belgian,0.6,2.3
Birregurra,Town,249.7701054,2.069903439,0,0,0,0,0,4,0,1,0,1,1,1,0,0,1,0,0,0,Colac Area Health,19.54011874,6.8,0.0,Anglo Saxon and Celtic,88.2,German,4.7,Italian,1.6,Nordic,1.6,3.8
Bittern,Suburb,344.0546657,10.65819001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Frankston Hospital,23.20633818,13.1,1.5,Anglo Saxon and Celtic,84.2,German,4.0,Dutch,2.8,Italian,2.3,6.8
Black Hill,Suburb,1084.286195,2.072331097,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,Ballarat Hospital,4.231465222,8.1,3.7,Anglo Saxon and Celtic,84.8,German,3.9,Italian,3.4,Balkan,1.6,6.3
Black Rock,Suburb,1755.662464,3.678383591,0,0,0,5,0,10,1,1,1,6,2,3,0,0,2,0,0,0,Sandringham & District Memorial Hospital,0.964506298,19.7,7.8,Anglo Saxon and Celtic,79.1,German,3.9,Italian,3.3,Greek,2.5,11.3
Blackburn,Suburb,2239.757808,5.874295852,0,0,1,12,0,46,5,2,4,17,3,6,1,196,4,1,0,0,Box Hill Hospital,4.434978156,20.5,13.4,Anglo Saxon and Celtic,72.5,East Asian,5.0,German,3.9,Italian,3.6,15.0
Blackburn North,Suburb,2681.027728,2.749691815,0,0,0,1,0,10,1,2,0,2,0,3,0,0,2,0,0,0,Box Hill Hospital,5.440376185,26.6,25.6,Anglo Saxon and Celtic,57.5,East Asian,9.0,Italian,6.5,Greek,6.2,20.7
Blackburn South,Suburb,3017.464589,3.566570438,0,0,0,5,1,19,2,2,0,12,2,5,3,315,2,0,0,1,Box Hill Hospital,6.314778568,25.4,22.1,Anglo Saxon and Celtic,60.8,East Asian,7.2,Greek,5.4,South Asian,4.7,21.9
Blackwood,Town,38.05610883,5.886045812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Djerriwarrh Health Services (Bacchus Marsh),29.69044716,15.2,3.7,Anglo Saxon and Celtic,80.9,German,4.3,Dutch,2.3,Italian,2.3,10.1
Blairgowrie,Suburb,369.8883687,6.269459102,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,Rosebud Hospital,10.96880317,13.7,3.4,Anglo Saxon and Celtic,84.1,German,3.7,Italian,3.6,Dutch,1.4,7.2
Blind Bight,Town,2343.632997,0.543600471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cranbourne Integrated Care Centre,12.82688673,9.3,1.5,Anglo Saxon and Celtic,80.9,Dutch,3.4,German,2.8,Italian,2.5,10.4
Bonbeach,Suburb,2123.991394,2.82957832,0,0,0,0,0,3,0,0,0,0,0,1,1,70,1,0,0,0,Frankston Hospital,10.22731496,21.3,9.1,Anglo Saxon and Celtic,76.5,German,3.9,Italian,3.6,Central European,1.7,14.2
Bonnie Doon,Town,107.1285472,1.474863648,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Mansfield District Hospital,20.92987357,14.5,0.0,Anglo Saxon and Celtic,85.0,German,5.6,Italian,2.8,Baltic,2.8,3.7
Boolarra,Town,145.1763538,3.788495754,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,Latrobe Regional Hospital,29.33360773,11.7,2.4,Anglo Saxon and Celtic,86.4,German,4.2,Central European,1.9,Nordic,1.9,5.5
Boort,Town,224.0110246,3.562324674,0,0,0,0,0,9,2,2,1,5,0,2,4,40,0,0,1,0,Boort District Hospital,1.80836839,2.1,0.8,Anglo Saxon and Celtic,90.8,German,2.7,Italian,1.9,Dutch,0.9,3.6
Boronia,Suburb,1927.981759,11.44097962,0,0,0,3,0,56,5,8,5,24,8,7,3,181,5,2,0,0,Angliss Hospital,6.652862891,19.6,9.1,Anglo Saxon and Celtic,76.1,German,5.1,Italian,3.1,Dutch,3.1,12.6
Box Hill,Suburb,2775.954097,3.521672066,16,24,26,45,4,127,10,13,6,34,2,7,3,201,1,2,0,0,Box Hill Hospital,1.558376578,42.2,39.7,Anglo Saxon and Celtic,47.2,East Asian,26.5,South East Asian,4.4,Italian,4.3,17.7
Box Hill North,Suburb,2934.405424,3.971503018,0,0,0,4,0,23,1,2,2,3,2,3,0,0,2,1,0,0,Box Hill Hospital,2.620032304,32.5,30.4,Anglo Saxon and Celtic,54.7,East Asian,14.8,Italian,6.8,Greek,4.7,19.0
Box Hill South,Suburb,2311.461323,3.453226719,0,0,0,1,1,15,1,2,2,2,1,3,0,0,1,0,1,0,Box Hill Hospital,3.245295007,25.1,20.5,Anglo Saxon and Celtic,65.3,East Asian,8.4,Italian,3.7,Greek,3.6,19.0
Braybrook,Suburb,1841.830729,4.316357564,0,1,0,8,0,15,1,2,2,6,1,2,0,0,2,2,0,1,Western Hospital (Footscray),3.73285089,44.5,55.6,Anglo Saxon and Celtic,36.2,South East Asian,24.4,East Asian,6.4,Hispanic,5.8,27.3
Breakwater,Suburb,372.2472668,3.116208239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The Geelong Hospital,5.364163596,12.6,5.4,Anglo Saxon and Celtic,79.1,Italian,4.3,German,3.6,Dutch,3.4,9.6
Briagolong,Town,523.0433804,1.156691821,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Central Gippsland Health Service (Maffra),18.78297349,8.0,1.1,Anglo Saxon and Celtic,88.8,German,3.5,Dutch,2.0,Nordic,1.7,4.0
Briar Hill,Suburb,2544.518347,1.339349745,0,0,0,1,0,6,0,2,1,2,2,0,0,0,2,0,0,0,Austin Hospital,9.437708906,12.9,5.7,Anglo Saxon and Celtic,80.3,Italian,5.4,German,3.6,Hispanic,1.4,9.3
Bridgewater,Town,183.001063,2.054632874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Inglewood and District Health Service,8.049427284,4.0,3.2,Anglo Saxon and Celtic,88.7,German,4.5,Nordic,3.2,Hispanic,0.6,2.9
Bright,Town,291.8432128,7.815840492,0,0,0,0,0,15,0,2,1,11,1,2,1,0,0,0,1,0,Alpine Health (Bright),0.571962812,15.6,6.5,Anglo Saxon and Celtic,79.4,German,6.1,Italian,4.4,Dutch,1.8,8.2
